time (msec),xAccel (m/s^2),yAccel (m/s^2),zAccel (m/s^2),xRate (deg/s),yRate (deg/s),zRate (deg/s),xMag (Gauss),yMag (Gauss),zMag (Gauss)
313013479,0.1212,0.7046,-9.7294,-0.0041,-0.0506,0.0841,0.0000,0.0000,0.0000
313023515,0.1228,0.6974,-9.7389,-0.0270,-0.0628,0.1497,0.0000,0.0000,0.0000
313033389,0.1115,0.6830,-9.7381,-0.0328,0.0040,0.1435,0.0000,0.0000,0.0000
313043317,0.1172,0.6854,-9.7286,-0.0393,-0.0436,0.0659,0.0000,0.0000,0.0000
313053494,0.1220,0.7046,-9.7381,-0.0563,-0.0680,0.0249,0.0000,0.0000,0.0000
313063482,0.1236,0.7086,-9.7310,-0.0279,-0.0073,0.0900,0.0000,0.0000,0.0000
313073558,0.1196,0.6974,-9.7294,-0.0382,-0.0741,0.1196,0.0000,0.0000,0.0000
313083485,0.1204,0.6910,-9.7334,-0.0840,-0.0858,0.0600,0.0000,0.0000,0.0000
313093495,0.1300,0.6958,-9.7294,-0.0786,-0.0860,0.0480,0.0000,0.0000,0.0000
313103318,0.1180,0.6982,-9.7381,-0.0556,-0.1219,0.1193,0.0000,0.0000,0.0000
313113557,0.1011,0.6894,-9.7357,-0.0317,-0.0556,0.1794,0.0000,0.0000,0.0000
